Model;Region;Scenario;Variable;Unit;2015;2020;2025;2030;2035;2040;2045;2050;2055;2060;2065;2070;2075;2080;2085;2090;2095;2100
WITCH-GLOBIOM;R5OECD90+EU;CPol;Energy Supply|Electricity|Nuclear;Billion US$2015/yr;60,50809079;58,45124829;43,93447921;30,50653895;32,9458789;30,66663344;28,14206034;27,89167427;34,40440959;40,91714491;44,73976929;48,56239366;56,46423769;64,36608172;71,76734336;79,168605;83,64612685;88,12364871
WITCH-GLOBIOM;R5OECD90+EU;CPol;Energy Supply|Electricity|Hydro;Billion US$2015/yr;45,23053128;45,23053128;45,23053128;45,23053128;45,23053128;45,23053128;45,23053128;45,23053128;45,23053128;45,23053128;45,23053128;45,23053128;45,23053128;45,23053128;45,23053128;45,23053128;45,23053128;45,23053128
WITCH-GLOBIOM;R5OECD90+EU;CPol;Energy Supply|Electricity|Solar;Billion US$2015/yr;70,72171725;37,09488706;49,83651523;64,43846835;70,01352439;71,55849151;81,7623051;81,30345401;85,95120408;90,59895416;94,70650793;98,81406169;103,1383658;107,46267;113,5309648;119,5992596;122,0240915;124,4489234
WITCH-GLOBIOM;R5OECD90+EU;CPol;Energy Supply|Electricity|Wind;Billion US$2015/yr;50,21343686;37,65382442;48,48530937;52,14919891;52,79453325;56,89161317;69,93850086;69,50837338;78,20008841;86,89180343;93,46093207;100,0300607;117,0390624;134,0480641;133,8012861;133,5545081;139,216133;144,8777579
WITCH-GLOBIOM;R5OECD90+EU;CPol;Energy Supply|Electricity|Geothermal;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WITCH-GLOBIOM;R5OECD90+EU;CPol;Energy Supply|Electricity|Ocean;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WITCH-GLOBIOM;R5OECD90+EU;CPol;Energy Supply|Electricity|Transmission and Distribution;Billion US$2015/yr;65,80928002;77,88856806;93,05511263;98,20061175;94,73635822;102,7068793;98,12415467;104,9060401;119,8139616;134,7218831;144,7362271;154,7505711;173,749082;192,7475928;203,1535139;213,559435;226,3602781;239,1611211
WITCH-GLOBIOM;R5OECD90+EU;CPol;Energy Supply|Electricity|Electricity Storage;Billion US$2015/yr;0,000481645;0,000481645;0,000481645;10,75195722;49,28639716;56,50614417;117,7219902;129,7095719;115,2537896;100,7980074;101,1250836;101,4521599;105,8167744;110,181389;104,608955;99,03652097;102,3259291;105,6153373
WITCH-GLOBIOM;R5OECD90+EU;NDC;Total energy investment;Billion US$2015/yr;613,985306;635,9295068;668,3246806;749,8035206;862,7147793;942,3850125;1050,57218;1129,950837;1223,981384;1318,478116;1492,774195;1667,228243;1799,701259;1932,208883;1893,092232;1853,899596;1743,463454;1631,856
WITCH-GLOBIOM;R5OECD90+EU;NDC;Total energy investment (supply side);Billion US$2015/yr;613,985306;634,7337255;650,4390822;708,799225;807,9234827;882,0208822;986,7511181;1063,536194;1155,38362;1247,829509;1419,945184;1592,060859;1722,127983;1852,195107;1810,737505;1769,279904;1657,402365;1545,524827
WITCH-GLOBIOM;R5OECD90+EU;NDC;Low carbon investment;Billion US$2015/yr;219,9469075;237,8648768;356,3335217;326,9996392;411,1527126;443,8813611;526,1041963;538,8977168;553,1100913;567,1816553;595,8817657;624,8440548;657,3129885;689,9875411;710,5918204;731,2047558;817,7739846;903,3857781
WITCH-GLOBIOM;R5OECD90+EU;NDC;Low carbon investment (supply side);Billion US$2015/yr;219,9469075;236,6690955;338,4479233;285,9953436;356,3614161;383,5172308;462,2831346;472,4830738;484,5123273;496,5330489;523,0527548;549,676671;579,7397119;609,9737652;628,2370937;646,5850636;731,7128962;817,0546045
WITCH-GLOBIOM;R5OECD90+EU;NDC;Total_inv/GDP;--;1.26%;1.17%;1.12%;1.16%;1.23%;1.25%;1.30%;1.32%;1.34%;1.36%;1.46%;1.54%;1.58%;1.61%;1.51%;1.41%;1.27%;1.14%
WITCH-GLOBIOM;R5OECD90+EU;NDC;LC_inv/GDP;--;0.45%;0.44%;0.60%;0.50%;0.59%;0.59%;0.65%;0.63%;0.61%;0.59%;0.58%;0.58%;0.58%;0.58%;0.57%;0.56%;0.60%;0.63%
WITCH-GLOBIOM;R5OECD90+EU;NDC;Extraction and Conversion - Fossil Fuels;Billion US$2015/yr;269,8790213;248,9926432;237,1085592;301,0559275;323,3484019;394,6038133;449,3146251;514,6665968;579,2636584;644,4591835;788,9374;933,4156166;1032,945439;1132,475262;1064,795381;997,1155;801,3003637;605,4852275
WITCH-GLOBIOM;R5OECD90+EU;NDC;Electricity - Fossil Fuels w/o CCS;Billion US$2015/yr;28,53879565;20,06143379;26,3007531;72,46566805;53,27503858;46,27827802;19,74942555;19,28211358;23,80986924;28,33762489;25,15974205;21,9818592;15,01535091;8,048842619;10,95002255;13,85120249;7,41818955;0,985176615
WITCH-GLOBIOM;R5OECD90+EU;NDC;Hydrogen - Fossil;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WITCH-GLOBIOM;R5OECD90+EU;NDC;Electricity - Non-bio Renewables;Billion US$2015/yr;166,1656854;166,8758462;242,0359456;172,7705725;204,1274586;213,5642462;232,3757781;227,9184439;239,9892717;252,0600995;263,4554108;274,850722;290,1766271;305,5025321;308,5978067;311,6930814;332,5011172;353,309153
WITCH-GLOBIOM;R5OECD90+EU;NDC;Hydrogen - Non-fossil;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WITCH-GLOBIOM;R5OECD90+EU;NDC;Extraction and Conversion - Bioenergy;Billion US$2015/yr;22,90568743;26,65721234;28,4075077;23,11027259;17,74749125;17,77807972;17,91752275;18,04507168;18,46575881;18,88644594;19,03992912;19,19341231;17,82558029;16,45774827;23,21636052;29,97497278;61,98573119;93,9964896
WITCH-GLOBIOM;R5OECD90+EU;NDC;Extraction and Conversion - Nuclear;Billion US$2015/yr;60,6834647;97,69493505;13,54153609;24,1052779;43,58792284;27,19181135;25,49748143;27,99683256;34,84273795;41,68864334;45,55469671;49,42075009;58,72401192;68,02727375;75,63363971;83,24000567;87,38683713;91,53366859
WITCH-GLOBIOM;R5OECD90+EU;NDC;Electricity - T&D and Storage;Billion US$2015/yr;65,80976167;74,44876497;103,0418907;113,5469218;164,1398398;180,9643647;240,2939114;253,4711361;256,8217419;260,1723478;275,6483962;291,1244447;303,2171988;315,3099528;324,3352061;333,3604594;366,7863405;400,2122216
WITCH-GLOBIOM;R5OECD90+EU;NDC;CCS;Billion US$2015/yr;0,002889872;0,002889872;0,002889872;1,744584707;1,697329736;1,640288933;1,602373717;2,155999469;2,190581843;2,225164218;2,149609244;2,07405427;4,22377461;6,373494949;3,209088471;0,044681993;0,023785933;0,002889872
WITCH-GLOBIOM;R5OECD90+EU;NDC;Energy Efficiency;Billion US$2015/yr;0;1,195781329;17,88559846;41,00429559;54,79129657;60,36413034;63,82106168;66,41464299;68,59776403;70,64860649;72,82901094;75,16738384;77,57327652;80,01377594;82,35472672;84,61969226;86,06108835;86,33117364
WITCH-GLOBIOM;R5OECD90+EU;NDC;Energy Supply|Electricity|Coal|w/ CCS;Billion US$2015/yr;0,001444936;0,001444936;0,001444936;0,001444936;0,001444936;0,001444936;0,001444936;0,001444936;0,001444936;0,001444936;0,001444936;0,001444936;0,001444936;0,001444936;0,001444936;0,001444936;0,001444936;0,001444936
WITCH-GLOBIOM;R5OECD90+EU;NDC;Energy Supply|Electricity|Coal|w/o CCS;Billion US$2015/yr;17,40293398;1,587854642;0,000963291;27,70213259;21,56318192;20,99099542;18,1180189;19,28115029;20,44749111;21,61383193;18,40784315;15,20185436;9,69984936;4,197844361;6,79712788;9,396411398;4,868110147;0,339808896
WITCH-GLOBIOM;R5OECD90+EU;NDC;Energy Supply|Electricity|Gas|w/ CCS;Billion US$2015/yr;0,000481645;0,000481645;0,000481645;0,000481645;0,000481645;0,000481645;0,020112653;0,610954802;0,571378971;0,53180314;0,428453886;0,325104633;0,294678307;0,26425198;0,153262873;0,042273766;0,021377706;0,000481645
WITCH-GLOBIOM;R5OECD90+EU;NDC;Energy Supply|Electricity|Gas|w/o CCS;Billion US$2015/yr;11,13538002;18,4730975;26,29930816;44,76305382;31,71137502;25,28680095;1,630925008;0,000481645;3,361896479;6,723311313;6,751417255;6,779523197;5,315019905;3,850516613;4,152413027;4,454309442;2,549597758;0,644886074
WITCH-GLOBIOM;R5OECD90+EU;NDC;Energy Supply|Electricity|Oil|w/ CCS;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WITCH-GLOBIOM;R5OECD90+EU;NDC;Energy Supply|Electricity|Biomass|w/ CCS;Billion US$2015/yr;0,000481645;0,000481645;0,000481645;1,74217648;1,69492151;1,637880707;1,580334483;1,543118085;1,617276291;1,691434496;1,719228776;1,747023056;3,927169722;6,107316388;3,053899016;0,000481645;0,000481645;0,000481645
WITCH-GLOBIOM;R5OECD90+EU;NDC;Energy Supply|Electricity|Biomass|w/o CCS;Billion US$2015/yr;5,390202519;5,707986326;9,049684813;2,15078136;4,920653329;4,92064604;4,920638134;4,920632706;4,920626931;4,920621155;4,822305105;4,723989055;3,193604815;1,663220575;3,78388632;5,904552066;5,904551385;5,904550704
WITCH-GLOBIOM;R5OECD90+EU;NDC;Energy Supply|Electricity|Nuclear;Billion US$2015/yr;60,50809079;97,50193905;13,31437358;23,9024976;43,39925575;27,0028014;25,31861864;27,8277215;34,67793497;41,52814844;45,3900142;49,25187996;58,54549258;67,8391052;75,42899989;83,01889459;87,14523808;91,27158157
WITCH-GLOBIOM;R5OECD90+EU;NDC;Energy Supply|Electricity|Hydro;Billion US$2015/yr;45,23053128;45,23053128;45,23053128;45,23053128;45,23053128;45,23053128;45,23053128;45,23053128;45,23053128;45,23053128;45,23053128;45,23053128;45,23053128;45,23053128;45,23053128;45,23053128;45,23053128;45,23053128
WITCH-GLOBIOM;R5OECD90+EU;NDC;Energy Supply|Electricity|Solar;Billion US$2015/yr;70,72171725;73,19705252;131,8059801;59,25321411;71,03500549;89,57536125;95,84825197;93,66581905;96,84503276;100,0242465;104,9492195;109,8741926;120,6355316;131,3968706;130,7440798;130,0912889;135,6766389;141,2619888
WITCH-GLOBIOM;R5OECD90+EU;NDC;Energy Supply|Electricity|Wind;Billion US$2015/yr;50,21343686;48,44826241;64,99943418;68,28682706;87,86192186;78,75835363;91,29699489;89,0220936;97,91370769;106,8053218;113,27566;119,7459982;124,3105642;128,8751302;132,6231957;136,3712612;151,593947;166,8166329
WITCH-GLOBIOM;R5OECD90+EU;NDC;Energy Supply|Electricity|Geothermal;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WITCH-GLOBIOM;R5OECD90+EU;NDC;Energy Supply|Electricity|Ocean;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WITCH-GLOBIOM;R5OECD90+EU;NDC;Energy Supply|Electricity|Transmission and Distribution;Billion US$2015/yr;65,80928002;74,44828333;103,0414091;104,147441;116,068982;118,6985286;119,8879272;121,5503433;137,0053251;152,4603069;165,7196865;178,979066;192,6497619;206,3204577;217,9452348;229,5700119;255,5246003;281,4791886
WITCH-GLOBIOM;R5OECD90+EU;NDC;Energy Supply|Electricity|Electricity Storage;Billion US$2015/yr;0,000481645;0,000481645;0,000481645;9,39948077;48,07085782;62,26583606;120,4059842;131,9207928;119,8164169;107,7120409;109,9287098;112,1453786;110,5674369;108,9894951;106,3899713;103,7904475;111,2617402;118,733033
WITCH-GLOBIOM;R5OECD90+EU;2C;Total energy investment;Billion US$2015/yr;613,985306;637,0322332;744,509066;720,8140495;854,280218;978,275514;1175,63077;1155,135163;1215,560945;1273,941461;1324,114727;1371,230961;1449,251453;1526,679434;1552,091548;1575,658666;1651,715547;1727,161255
WITCH-GLOBIOM;R5OECD90+EU;2C;Total energy investment (supply side);Billion US$2015/yr;613,985306;637,0322332;709,6405068;640,7804859;734,9114923;823,5881872;986,3517322;935,6814192;970,4890619;1005,296705;1034,756178;1064,215651;1126,084063;1187,952476;1199,265565;1210,578653;1275,456094;1340,333534
WITCH-GLOBIOM;R5OECD90+EU;2C;Low carbon investment;Billion US$2015/yr;219,9469075;253,373804;406,2057829;520,2970905;701,476886;834,0756419;1019,069324;1019,973724;1080,032565;1138,040505;1177,196639;1213,29349;1276,614798;1339,344411;1347,703356;1354,216271;1388,760973;1422,694752
WITCH-GLOBIOM;R5OECD90+EU;2C;Low carbon investment (supply side);Billion US$2015/yr;219,9469075;253,373804;371,3372236;440,2635269;582,1081604;679,3883151;829,7902867;800,5199806;834,9606822;869,3957489;887,83809;906,27818;953,4474086;1000,617452;994,8773728;989,1362585;1012,50152;1035,867031
WITCH-GLOBIOM;R5OECD90+EU;2C;Total_inv/GDP;--;1.26%;1.17%;1.25%;1.12%;1.24%;1.32%;1.49%;1.38%;1.37%;1.36%;1.34%;1.32%;1.33%;1.34%;1.31%;1.28%;1.29%;1.30%
WITCH-GLOBIOM;R5OECD90+EU;2C;LC_inv/GDP;--;0.45%;0.47%;0.68%;0.81%;1.01%;1.13%;1.29%;1.22%;1.22%;1.22%;1.19%;1.17%;1.17%;1.18%;1.14%;1.10%;1.08%;1.07%
WITCH-GLOBIOM;R5OECD90+EU;2C;Extraction and Conversion - Fossil Fuels;Billion US$2015/yr;269,8790213;220,4931501;171,8664124;153,505613;122,8805525;111,139693;117,0743879;82,12051725;68,8328869;55,54525654;55,3653532;55,18544987;53,84875305;52,51205622;56,26059274;60,00912926;96,65568168;133,3022341
WITCH-GLOBIOM;R5OECD90+EU;2C;Electricity - Fossil Fuels w/o CCS;Billion US$2015/yr;28,53879565;0,082087495;8,383517466;20,47471503;0,001926581;0,001926581;0,001926581;0,001926581;0,001926581;0,001926581;0,001926581;0,001926581;0,001926581;0,001926581;0,001926581;0,001926581;0,001926581;0,001926581
WITCH-GLOBIOM;R5OECD90+EU;2C;Hydrogen - Fossil;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WITCH-GLOBIOM;R5OECD90+EU;2C;Electricity - Non-bio Renewables;Billion US$2015/yr;166,1656854;159,1486263;206,2214154;232,2166576;284,6286598;300,9995106;344,8381218;307,5704636;305,6896536;303,8088435;310,4143765;317,0199095;331,7353409;346,4507723;343,9611973;341,4716222;356,4308365;371,3900508
WITCH-GLOBIOM;R5OECD90+EU;2C;Hydrogen - Non-fossil;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WITCH-GLOBIOM;R5OECD90+EU;2C;Extraction and Conversion - Bioenergy;Billion US$2015/yr;22,90568743;23,60866993;17,39684569;18,23292644;25,53166582;44,57063474;62,5392789;66,88338448;79,22167605;91,55996761;110,0255889;128,4912102;136,9520261;145,412842;142,3137516;139,2146613;129,9586357;120,7026101
WITCH-GLOBIOM;R5OECD90+EU;2C;Extraction and Conversion - Nuclear;Billion US$2015/yr;60,6834647;123,9478078;121,5581961;2,181178656;4,310322203;5,00711294;7,721736361;17,53089537;27,28249988;37,03410439;44,32437401;51,61464364;57,68336444;63,75208525;74,54890117;85,3457171;90,23938733;95,13305756
WITCH-GLOBIOM;R5OECD90+EU;2C;Electricity - T&D and Storage;Billion US$2015/yr;65,80976167;69,37598685;97,53601392;119,746386;193,7330657;254,7184229;350,1577736;323,326814;332,9765792;342,6263445;350,3060957;357,985847;383,1439678;408,3020887;403,5158739;398,7296591;425,074453;451,4192468
WITCH-GLOBIOM;R5OECD90+EU;2C;CCS;Billion US$2015/yr;0,002889872;40,37590462;86,67810581;94,42300911;103,8252997;107,1508864;104,0185071;138,2474179;156,4838397;174,7202615;164,3184628;153,9166642;162,7186846;171,5207049;178,6633214;185,8059378;177,0951729;168,3844079
WITCH-GLOBIOM;R5OECD90+EU;2C;Energy Efficiency;Billion US$2015/yr;0;0;34,86855922;80,03356366;119,3687256;154,6873268;189,2790377;219,4537437;245,0718827;268,6447562;289,358549;307,0153103;323,1673893;338,7269582;352,8259835;365,0800127;376,2594533;386,8277206
WITCH-GLOBIOM;R5OECD90+EU;2C;Energy Supply|Electricity|Coal|w/ CCS;Billion US$2015/yr;0,001444936;13,68870611;29,53620833;13,06521179;0,001444936;0,001444936;0,001444936;0,001444936;0,001444936;0,001444936;0,001444936;0,001444936;0,001444936;0,001444936;0,001444936;0,001444936;0,001444936;0,001444936
WITCH-GLOBIOM;R5OECD90+EU;2C;Energy Supply|Electricity|Coal|w/o CCS;Billion US$2015/yr;17,40293398;0,000963291;0,000963291;0,000963291;0,000963291;0,000963291;0,000963291;0,000963291;0,000963291;0,000963291;0,000963291;0,000963291;0,000963291;0,000963291;0,000963291;0,000963291;0,000963291;0,000963291
WITCH-GLOBIOM;R5OECD90+EU;2C;Energy Supply|Electricity|Gas|w/ CCS;Billion US$2015/yr;0,000481645;4,359280153;10,11416102;9,076555353;11,76499976;11,50953917;2,021756439;4,754958875;4,114819333;3,47467979;2,748853174;2,023026558;1,405148472;0,787270387;0,653980223;0,520690059;0,260585852;0,000481645
WITCH-GLOBIOM;R5OECD90+EU;2C;Energy Supply|Electricity|Gas|w/o CCS;Billion US$2015/yr;11,13538002;0,080642558;8,38207253;20,47327009;0,000481645;0,000481645;0,000481645;0,000481645;0,000481645;0,000481645;0,000481645;0,000481645;0,000481645;0,000481645;0,000481645;0,000481645;0,000481645;0,000481645
WITCH-GLOBIOM;R5OECD90+EU;2C;Energy Supply|Electricity|Oil|w/ CCS;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WITCH-GLOBIOM;R5OECD90+EU;2C;Energy Supply|Electricity|Biomass|w/ CCS;Billion US$2015/yr;0,000481645;14,53131455;31,26531422;52,57824428;68,41528184;68,05575372;70,47058166;98,02571454;112,9617004;127,8976863;114,2811388;100,6645913;100,094316;99,52404062;104,2657971;109,0075536;100,5568928;92,10623207
WITCH-GLOBIOM;R5OECD90+EU;2C;Energy Supply|Electricity|Biomass|w/o CCS;Billion US$2015/yr;5,390202519;2,234424565;1,126174991;0,000481645;0,000481645;0,000481645;0,000481645;0,000481645;0,07731783;0,154154015;0,175623224;0,197092433;0,197091666;0,197090898;0,098786272;0,000481645;0,000481645;0,000481645
WITCH-GLOBIOM;R5OECD90+EU;2C;Energy Supply|Electricity|Nuclear;Billion US$2015/yr;60,50809079;123,7607615;121,3194024;1,89967751;4,068331895;4,797537154;7,539421864;17,3701528;27,12897732;36,88780184;44,17403787;51,4602739;57,51739512;63,57451635;74,35499725;85,13547815;90,00505087;94,8746236
WITCH-GLOBIOM;R5OECD90+EU;2C;Energy Supply|Electricity|Hydro;Billion US$2015/yr;45,23053128;45,23053128;45,23053128;45,23053128;45,23053128;45,23053128;45,23053128;45,23053128;45,23053128;45,23053128;45,23053128;45,23053128;45,23053128;45,23053128;45,23053128;45,23053128;45,23053128;45,23053128
WITCH-GLOBIOM;R5OECD90+EU;2C;Energy Supply|Electricity|Solar;Billion US$2015/yr;70,72171725;70,50564916;99,1307055;114,8007896;141,5958357;137,4954836;117,8027572;122,7427184;122,2478881;121,7530577;126,6589284;131,564799;137,6639617;143,7631243;143,6125623;143,4620002;147,7988359;152,1356716
WITCH-GLOBIOM;R5OECD90+EU;2C;Energy Supply|Electricity|Wind;Billion US$2015/yr;50,21343686;43,41244588;61,86017858;72,18533681;97,80229282;118,2734957;181,8048333;139,5972139;138,2112342;136,8252545;138,5249168;140,2245792;148,8408479;157,4571167;155,1181037;152,7790907;163,4014693;174,023848
WITCH-GLOBIOM;R5OECD90+EU;2C;Energy Supply|Electricity|Geothermal;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WITCH-GLOBIOM;R5OECD90+EU;2C;Energy Supply|Electricity|Ocean;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WITCH-GLOBIOM;R5OECD90+EU;2C;Energy Supply|Electricity|Transmission and Distribution;Billion US$2015/yr;65,80928002;69,37550521;97,03293601;109,157844;134,7273283;150,9909025;205,4751754;191,5639816;201,5365405;211,5090993;221,0944487;230,679798;251,2352671;271,7907362;271,9337201;272,0767039;292,9235107;313,7703174
WITCH-GLOBIOM;R5OECD90+EU;2C;Energy Supply|Electricity|Electricity Storage;Billion US$2015/yr;0,000481645;0,000481645;0,503077909;10,58854197;59,0057374;103,7275204;144,6825981;131,7628323;131,4400387;131,1172452;129,2116471;127,3060489;131,9087007;136,5113525;131,5821538;126,6529552;132,1509423;137,6489294
WITCH-GLOBIOM;R5OECD90+EU;1.5C;Total energy investment;Billion US$2015/yr;613,985306;640,8251197;705,1059837;700,5628503;897,4129162;1006,230492;1232,976635;1258,706336;1355,274604;1446,692739;1487,091875;1521,876917;1557,479219;1589,984678;1635,085381;1678,842094;1729,178024;1777,746585
WITCH-GLOBIOM;R5OECD90+EU;1.5C;Total energy investment (supply side);Billion US$2015/yr;613,985306;640,8251197;664,9661402;604,3706766;744,9683414;798,9305752;971,4430083;951,1233525;1010,984012;1070,844671;1085,422228;1099,999786;1119,530097;1139,060408;1173,203455;1207,346501;1249,749861;1292,153221
WITCH-GLOBIOM;R5OECD90+EU;1.5C;Low carbon investment;Billion US$2015/yr;219,9469075;334,5576594;424,5219225;624,066591;848,3595241;954,7553028;1177,534817;1196,950618;1281,736535;1361,370645;1384,966289;1402,947559;1421,542614;1437,040394;1472,008396;1505,632416;1546,448393;1585,497026
WITCH-GLOBIOM;R5OECD90+EU;1.5C;Low carbon investment (supply side);Billion US$2015/yr;219,9469075;334,5576594;384,382079;527,8744173;695,9149493;747,4553864;916,0011903;889,3676347;937,4459424;985,5225769;983,2966421;981,0704271;983,5934921;986,1161244;1010,12647;1034,136823;1067,02023;1099,903662
WITCH-GLOBIOM;R5OECD90+EU;1.5C;Total_inv/GDP;--;1.26%;1.18%;1.19%;1.10%;1.32%;1.39%;1.60%;1.54%;1.57%;1.59%;1.55%;1.51%;1.47%;1.44%;1.42%;1.41%;1.39%;1.38%
WITCH-GLOBIOM;R5OECD90+EU;1.5C;LC_inv/GDP;--;0.45%;0.62%;0.72%;0.98%;1.25%;1.32%;1.53%;1.47%;1.49%;1.50%;1.44%;1.39%;1.35%;1.30%;1.28%;1.26%;1.25%;1.23%
WITCH-GLOBIOM;R5OECD90+EU;1.5C;Extraction and Conversion - Fossil Fuels;Billion US$2015/yr;269,8790213;116,5727945;47,01770332;33,57159989;24,96078688;23,72014069;20,54875643;18,54957393;17,88787852;17,22618311;16,25875147;15,29131982;13,59134445;11,89136909;10,85481167;9,818254246;14,03138143;18,24450861
WITCH-GLOBIOM;R5OECD90+EU;1.5C;Electricity - Fossil Fuels w/o CCS;Billion US$2015/yr;28,53879565;2,166106109;8,951023158;20,31679861;0,001926581;0,001926581;0,001926581;0,001926581;0,001926581;0,001926581;0,001926581;0,001926581;0,001926581;0,001926581;0,001926581;0,001926581;0,001926581;0,001926581
WITCH-GLOBIOM;R5OECD90+EU;1.5C;Hydrogen - Fossil;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WITCH-GLOBIOM;R5OECD90+EU;1.5C;Electricity - Non-bio Renewables;Billion US$2015/yr;166,1656854;226,7463575;198,6239209;267,3953849;321,5087254;331,6560622;336,9862457;312,966745;323,1313187;333,2958925;339,5415299;345,7871674;349,1903891;352,5936109;361,4815404;370,3694699;380,2408297;390,1121894
WITCH-GLOBIOM;R5OECD90+EU;1.5C;Hydrogen - Non-fossil;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WITCH-GLOBIOM;R5OECD90+EU;1.5C;Extraction and Conversion - Bioenergy;Billion US$2015/yr;22,90568743;23,39992802;27,11033057;68,27361701;75,10728872;72,17246057;92,41733182;112,8479348;125,8389732;138,8300116;134,1101377;129,3902637;127,9053889;126,4205141;124,2184734;122,0164327;123,0595826;124,1027325
WITCH-GLOBIOM;R5OECD90+EU;1.5C;Extraction and Conversion - Nuclear;Billion US$2015/yr;60,6834647;134,0237472;191,1420791;0,33177395;0,283851277;0,242860842;3,44812759;7,845772172;16,35007088;24,85436958;38,69501878;52,53566797;61,27121905;70,00677013;78,66398135;87,32119257;92,65421923;97,98724589
WITCH-GLOBIOM;R5OECD90+EU;1.5C;Electricity - T&D and Storage;Billion US$2015/yr;65,80976167;92,13932706;108,6866434;134,9062354;211,4398688;240,985983;381,7482537;355,8584046;364,6019491;373,3454936;388,2266414;403,1077893;403,8414046;404,5750198;421,459982;438,3449441;461,3171214;484,2892986
WITCH-GLOBIOM;R5OECD90+EU;1.5C;CCS;Billion US$2015/yr;0,002889872;45,77685925;83,43443974;79,57526686;111,6658938;130,1511413;136,2923664;143,0529954;163,1718947;183,290794;168,5882226;153,8856512;163,7284244;173,5711977;176,5227394;179,4742811;178,4448004;177,4153198
WITCH-GLOBIOM;R5OECD90+EU;1.5C;Energy Efficiency;Billion US$2015/yr;0;0;40,13984346;96,19217373;152,4445748;207,2999164;261,5336263;307,5829837;344,2905927;375,8480682;401,669647;421,8771314;437,9491221;450,9242699;461,881926;471,4955924;479,4281626;485,5933632
WITCH-GLOBIOM;R5OECD90+EU;1.5C;Energy Supply|Electricity|Coal|w/ CCS;Billion US$2015/yr;0,001444936;13,68870611;29,62875903;0,001444936;0,001444936;0,001444936;0,001444936;0,001444936;0,001444936;0,001444936;0,001444936;0,001444936;0,001444936;0,001444936;0,001444936;0,001444936;0,001444936;0,001444936
WITCH-GLOBIOM;R5OECD90+EU;1.5C;Energy Supply|Electricity|Coal|w/o CCS;Billion US$2015/yr;17,40293398;0,000963291;0,000963291;0,000963291;0,000963291;0,000963291;0,000963291;0,000963291;0,000963291;0,000963291;0,000963291;0,000963291;0,000963291;0,000963291;0,000963291;0,000963291;0,000963291;0,000963291
WITCH-GLOBIOM;R5OECD90+EU;1.5C;Energy Supply|Electricity|Gas|w/ CCS;Billion US$2015/yr;0,000481645;5,734991809;6,8043059;6,986311956;11,16209533;0,449474909;0,350245162;2,179520516;1,538011075;0,896501635;0,451060091;0,005618548;0,003050097;0,000481645;0,000481645;0,000481645;0,000617974;0,000754302
WITCH-GLOBIOM;R5OECD90+EU;1.5C;Energy Supply|Electricity|Gas|w/o CCS;Billion US$2015/yr;11,13538002;2,164661173;8,949578222;20,31535367;0,000481645;0,000481645;0,000481645;0,000481645;0,000481645;0,000481645;0,000481645;0,000481645;0,000481645;0,000481645;0,000481645;0,000481645;0,000481645;0,000481645
WITCH-GLOBIOM;R5OECD90+EU;1.5C;Energy Supply|Electricity|Oil|w/ CCS;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
WITCH-GLOBIOM;R5OECD90+EU;1.5C;Energy Supply|Electricity|Biomass|w/ CCS;Billion US$2015/yr;0,000481645;14,53131455;31,23895257;52,88451227;76,85878036;102,1160729;104,4159523;105,4067305;122,2265637;139,046397;120,8486917;102,6509864;102,5061542;102,3613221;102,7787137;103,1961052;102,1664883;101,1368713
WITCH-GLOBIOM;R5OECD90+EU;1.5C;Energy Supply|Electricity|Biomass|w/o CCS;Billion US$2015/yr;5,390202519;2,025682662;0,000481645;0,000481645;0,000481645;0,000481645;0,000481645;0,097506186;0,147300643;0,197095099;0,098788372;0,000481645;0,000481645;0,000481645;0,000481645;0,000481645;0,000481645;0,000481645
