Model;Region;Scenario;Variable;Unit;2015;2020;2025;2030;2035;2040;2045;2050;2055;2060;2065;2070;2075;2080;2085;2090;2095;2100
IMAGE;R5OECD90+EU;NDC;Energy Supply|Electricity|Solar;Billion US$2015/yr;24,11237727;13,52563634;21,58469368;34,41823131;40,91309239;40,0714235;34,85026076;37,13813977;35,63524851;34,13235725;34,73728154;35,34220583;43,03634514;50,73048445;51,09738094;51,46427742;39,52831118;27,59234493
IMAGE;R5OECD90+EU;NDC;Energy Supply|Electricity|Wind;Billion US$2015/yr;23,52347716;25,4895974;30,90616526;46,29036326;64,97008779;64,31582854;45,28525318;40,04848643;39,94983531;39,8511842;42,59401139;45,33683858;52,51172072;59,68660286;52,0990305;44,51145815;32,72485739;20,93825663
IMAGE;R5OECD90+EU;NDC;Energy Supply|Electricity|Geothermal;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IMAGE;R5OECD90+EU;NDC;Energy Supply|Electricity|Ocean;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IMAGE;R5OECD90+EU;NDC;Energy Supply|Electricity|Transmission and Distribution;Billion US$2015/yr;91,35355755;58,48986754;61,65270736;79,25245782;124,2606017;177,0208348;193,4644214;160,5124076;140,6184119;120,7244161;104,2347821;87,7451481;107,9539305;128,162713;146,865141;165,567569;176,0491443;186,5307195
IMAGE;R5OECD90+EU;NDC;Energy Supply|Electricity|Electricity Storage;Billion US$2015/yr;1,644081209;2,790951466;3,754698967;4,642827414;5,521008135;7,318877774;9,720620014;11,40915854;12,09045434;12,77175015;12,15669977;11,54164939;11,84960846;12,15756754;13,3111095;14,46465146;15,0212011;15,57775074
IMAGE;R5OECD90+EU;2C;Total energy investment;Billion US$2015/yr;349,3757221;249,2640193;268,7585515;303,4053864;397,297319;686,6504457;946,2504234;942,8428702;778,3114828;610,2073681;608,8126726;604,2987521;640,8077184;676,521212;748,2468675;818,6158804;816,4892766;815,3117356
IMAGE;R5OECD90+EU;2C;Total energy investment (supply side);Billion US$2015/yr;349,3757221;249,3965704;265,4710552;291,5619336;374,0497273;649,4057019;889,9916883;863,2114452;676,2136035;489,2157617;472,3478478;455,4799338;481,3553468;507,2307599;570,309357;633,3879542;623,8441294;614,3003045
IMAGE;R5OECD90+EU;2C;Low carbon investment;Billion US$2015/yr;112,5690111;91,06906471;82,52316787;126,6299278;240,330995;457,4674178;714,4635809;816,1427514;699,5624142;565,1620524;525,8662517;485,9548163;501,2212021;515,7203213;604,5807223;692,1170532;690,3068368;690,3083657
IMAGE;R5OECD90+EU;2C;Low carbon investment (supply side);Billion US$2015/yr;112,5690111;91,20161583;79,23567162;114,7864749;217,0834033;420,222674;658,2048458;736,5113264;597,4645349;444,1704461;389,4014268;337,135998;341,7688305;346,4298692;426,6432119;506,889127;497,6616896;489,2969346
IMAGE;R5OECD90+EU;2C;Total_inv/GDP;--;0.76%;0.49%;0.48%;0.50%;0.60%;0.97%;1.24%;1.15%;0.89%;0.65%;0.61%;0.56%;0.56%;0.56%;0.59%;0.61%;0.58%;0.55%
IMAGE;R5OECD90+EU;2C;LC_inv/GDP;--;0.25%;0.18%;0.15%;0.21%;0.37%;0.64%;0.93%;1.00%;0.80%;0.60%;0.52%;0.45%;0.44%;0.43%;0.47%;0.51%;0.49%;0.46%
IMAGE;R5OECD90+EU;2C;Extraction and Conversion - Fossil Fuels;Billion US$2015/yr;140,9546146;97,54767129;151,2979359;147,374591;93,45324191;106,135961;87,96954878;25,59573528;23,66600778;21,73628028;30,81652639;39,8967725;48,19626832;56,49576413;43,38230759;30,26885104;34,44516523;38,62147941
IMAGE;R5OECD90+EU;2C;Electricity - Fossil Fuels w/o CCS;Billion US$2015/yr;36,38899525;21,68389359;6,186858646;5,652787924;11,83723816;20,44638001;21,4755977;16,5341862;12,10382208;7,67345795;10,86569633;14,05793471;14,8460289;15,63412308;16,03533812;16,43655316;14,05552971;11,67450626
IMAGE;R5OECD90+EU;2C;Hydrogen - Fossil;Billion US$2015/yr;0,000281984;0,008782159;0,28382779;4,417917236;7,947727187;12,21876864;20,12489911;22,0458675;13,26601723;4,486166963;22,22904464;39,97192233;42,52820749;45,08449266;39,81208129;34,53966992;39,26341896;43,98716799
IMAGE;R5OECD90+EU;2C;Electricity - Non-bio Renewables;Billion US$2015/yr;64,77815888;58,47461381;45,92407657;63,70398396;122,3540028;219,933449;272,1112959;227,5999146;167,5861779;107,5724412;137,2599555;166,9474699;174,2816244;181,615779;207,8019118;233,9880446;201,1075624;168,2270802
IMAGE;R5OECD90+EU;2C;Hydrogen - Non-fossil;Billion US$2015/yr;1,38343E-08;1,67415E-06;4,07952E-05;0,012222357;0,396020817;1,571837914;2,633054948;1,902169175;1,0198953;0,137621425;0,444949571;0,752277718;1,25934259;1,766407462;0,994840335;0,223273209;0,301603344;0,379933479
IMAGE;R5OECD90+EU;2C;Extraction and Conversion - Bioenergy;Billion US$2015/yr;8,669133924;4,203150546;4,152610653;9,649961386;23,79361916;52,821201;63,72597724;44,49750612;53,10461144;61,71171675;59,0000546;56,28839244;61,82416001;67,35992758;92,0535733;116,747219;95,73346928;74,71971954
IMAGE;R5OECD90+EU;2C;Extraction and Conversion - Nuclear;Billion US$2015/yr;5,469749654;5,525589995;6,810527829;6,987615953;22,28778356;35,31324074;31,07515462;22,79955022;16,21064456;9,6217389;12,80438219;15,98702547;16,61397013;17,24091479;22,95679993;28,67268508;25,97169178;23,27069848
IMAGE;R5OECD90+EU;2C;Electricity - T&D and Storage;Billion US$2015/yr;92,99763876;61,75467948;47,11387017;23,12362897;40,51835539;149,6102695;336,5871485;424,1443705;316,8061488;209,4679272;134,3737735;59,27961985;57,8144333;56,34924674;91,88552566;127,4218046;172,0365259;216,6512472
IMAGE;R5OECD90+EU;2C;CCS;Billion US$2015/yr;0,117149031;0,198187901;3,701306911;30,63922484;51,46173835;51,35459415;54,28901151;78,09214568;72,45027839;66,8084111;64,55346498;62,29851886;63,99131166;65,68410445;55,386979;45,08985354;40,92916276;36,76847198
IMAGE;R5OECD90+EU;2C;Energy Efficiency;Billion US$2015/yr;0;-0,132551119;3,287496255;11,84345282;23,24759174;37,24474381;56,25873511;79,63142501;102,0978793;120,9916063;136,4648248;148,8188183;159,4523716;169,2904521;177,9375104;185,2279262;192,6451472;201,0114311
IMAGE;R5OECD90+EU;2C;Energy Supply|Electricity|Coal|w/ CCS;Billion US$2015/yr;0,081098818;0,040652211;0,136678066;0,552629466;4,867996788;12,98077044;22,05297305;40,52378107;30,61590087;20,70802067;13,79753061;6,887040543;5,61579876;4,344556977;6,62816884;8,911780703;6,698281333;4,484781963
IMAGE;R5OECD90+EU;2C;Energy Supply|Electricity|Coal|w/o CCS;Billion US$2015/yr;11,96288914;0,913737548;7,32113E-11;0;1,05086E-10;3,20066E-08;4,98631E-08;1,78929E-08;6,90251E-08;1,20157E-07;6,00789E-08;6,00098E-13;2,38186E-06;4,76372E-06;5,13119E-06;5,49866E-06;3,48586E-06;1,47306E-06
IMAGE;R5OECD90+EU;2C;Energy Supply|Electricity|Gas|w/ CCS;Billion US$2015/yr;0,034728994;0,15086494;0,522681921;1,468635616;5,243573449;9,194149478;13,83499182;23,04621061;28,43809332;33,82997603;25,7803173;17,73065857;12,86356668;7,996474789;9,786310235;11,57614568;12,69735395;13,81856221
IMAGE;R5OECD90+EU;2C;Energy Supply|Electricity|Gas|w/o CCS;Billion US$2015/yr;24,41318576;20,76281818;6,185319967;5,652787924;11,83723816;20,44637978;21,47559318;16,5341705;12,10381253;7,673454552;10,86569463;14,05793471;14,84602446;15,6341142;16,03532238;16,43653056;14,05551413;11,6744977
IMAGE;R5OECD90+EU;2C;Energy Supply|Electricity|Oil|w/ CCS;Billion US$2015/yr;0,001321219;0,00667075;0,00667075;0,000963014;0,007048577;0,17380235;0,179183707;0,081988769;0,045164642;0,008340515;0,004170259;3,80037E-09;0,019664052;0,039328101;0,088476313;0,137624525;0,07364241;0,009660295
IMAGE;R5OECD90+EU;2C;Energy Supply|Electricity|Biomass|w/ CCS;Billion US$2015/yr;0;0;3,003496229;28,23169448;40,31538688;26,5558444;14,50450098;11,30053352;10,81633263;10,33213174;19,98035829;29,62858485;30,09614084;30,56369683;20,91052423;11,25735164;11,44647733;11,63560303
IMAGE;R5OECD90+EU;2C;Energy Supply|Electricity|Biomass|w/o CCS;Billion US$2015/yr;3,348634166;1,064656611;0,412380567;0,046664371;2,77873E-28;1,64903E-24;3,11966E-24;2,01541E-24;4,89934E-08;9,79868E-08;4,90168E-08;4,6836E-11;0,000249636;0,000499273;0,000502533;0,000505793;0,000252896;0
IMAGE;R5OECD90+EU;2C;Energy Supply|Electricity|Nuclear;Billion US$2015/yr;5,152920929;4,806689519;5,120598245;5,404514704;21,45491579;34,61534614;28,30576282;19,073938;12,91528131;6,756624626;8,727833044;10,69904146;12,83196826;14,96489505;18,36360845;21,76232185;18,76659096;15,77086007
IMAGE;R5OECD90+EU;2C;Energy Supply|Electricity|Hydro;Billion US$2015/yr;15,54597008;17,43669026;12,53266756;16,1361477;16,68046536;11,6570765;18,75428988;34,53805309;35,39498575;36,25191841;29,96430492;23,67669143;21,84567379;20,01465616;19,06814486;18,12163357;17,54514078;16,968648
IMAGE;R5OECD90+EU;2C;Energy Supply|Electricity|Solar;Billion US$2015/yr;24,11237727;15,68393824;14,14333939;19,80492832;42,39276761;84,21034034;89,57449108;52,00741023;41,63031899;31,25322775;58,42422956;85,59523137;87,89203825;90,18884513;91,70789412;93,22694312;87,45744579;81,68794846
IMAGE;R5OECD90+EU;2C;Energy Supply|Electricity|Wind;Billion US$2015/yr;23,52347716;22,86977516;17,12322864;22,40345282;57,30463878;120,7974639;161,0824515;137,750004;85,9811431;34,2122822;43,38421022;52,55613824;59,6959546;66,83577097;91,27755678;115,7193426;89,51307525;63,3068079
IMAGE;R5OECD90+EU;2C;Energy Supply|Electricity|Geothermal;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IMAGE;R5OECD90+EU;2C;Energy Supply|Electricity|Ocean;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IMAGE;R5OECD90+EU;2C;Energy Supply|Electricity|Transmission and Distribution;Billion US$2015/yr;91,35355755;58,95837823;43,35460587;18,80340495;36,59565923;144,7242626;327,442302;408,41605;297,8822915;187,348533;113,6432821;39,93803116;40,31324489;40,68845863;74,54478737;108,4011161;150,2883869;192,1756576
IMAGE;R5OECD90+EU;2C;Energy Supply|Electricity|Electricity Storage;Billion US$2015/yr;1,644081209;2,796301246;3,759264304;4,320224015;3,92269616;4,886006922;9,144846549;15,72832044;18,92385732;22,1193942;20,73049145;19,34158869;17,5011884;15,66078811;17,34073829;19,02068847;21,74813901;24,47558956
IMAGE;R5OECD90+EU;1.5C;Total energy investment;Billion US$2015/yr;349,3757221;233,8133598;259,9579333;352,8204791;515,2239579;843,0256182;1124,050071;1228,260675;1089,549135;947,7278177;981,58216;1009,788785;1010,039225;1007,291804;1037,060123;1063,67027;1068,389444;1072,276038
IMAGE;R5OECD90+EU;1.5C;Total energy investment (supply side);Billion US$2015/yr;349,3757221;233,5419493;245,2223094;322,6600377;469,7565939;771,6904867;1015,768721;1081,054979;906,1571176;731,2592562;736,9304449;742,6016337;724,4035156;706,2053976;723,739897;741,2743965;738,6222427;735,970089
IMAGE;R5OECD90+EU;1.5C;Low carbon investment;Billion US$2015/yr;112,5690111;81,71814979;85,17229334;194,111158;352,57955;592,9145063;878,8225344;1077,827963;998,3622964;907,0038336;906,3810477;903,1377361;864,8296645;823,7857173;859,6166918;892,2883651;916,1177131;939,1156706
IMAGE;R5OECD90+EU;1.5C;Low carbon investment (supply side);Billion US$2015/yr;112,5690111;81,44673932;70,43666939;163,9507166;307,112186;521,5793748;770,5411844;930,6222666;814,9702787;690,5352722;661,7293327;635,9505852;579,1939556;522,6993109;546,2964663;569,892492;586,3505122;602,8097212
IMAGE;R5OECD90+EU;1.5C;Total_inv/GDP;--;0.76%;0.46%;0.47%;0.58%;0.78%;1.19%;1.47%;1.50%;1.24%;1.01%;0.98%;0.94%;0.89%;0.83%;0.81%;0.79%;0.75%;0.72%
IMAGE;R5OECD90+EU;1.5C;LC_inv/GDP;--;0.25%;0.16%;0.15%;0.32%;0.54%;0.83%;1.15%;1.32%;1.14%;0.97%;0.90%;0.84%;0.76%;0.68%;0.67%;0.66%;0.65%;0.63%
IMAGE;R5OECD90+EU;1.5C;Extraction and Conversion - Fossil Fuels;Billion US$2015/yr;140,9546146;98,29919574;153,920886;136,3357915;79,35706768;94,40676731;76,88898943;34,22597322;21,14555972;8,065146223;19,55665921;31,0481722;38,07439792;45,10062363;44,72376675;44,34690987;41,78887387;39,23083787
IMAGE;R5OECD90+EU;1.5C;Electricity - Fossil Fuels w/o CCS;Billion US$2015/yr;36,38899525;15,62684191;2,365175519;7,532973383;16,62989121;21,91731936;21,24286043;20,04780346;14,21435603;8,380908599;9,351632813;10,32235703;9,955360906;9,588364785;10,03661001;10,48485523;10,01128915;9,537723067
IMAGE;R5OECD90+EU;1.5C;Hydrogen - Fossil;Billion US$2015/yr;0,000281984;0,008795323;0,327811826;4,907599755;16,17444191;44,40968289;55,99262981;25,72603118;14,08106057;2,436089971;19,95037555;37,46466114;46,83098086;56,19730057;49,63751948;43,07773838;44,7192406;46,36074281
IMAGE;R5OECD90+EU;1.5C;Electricity - Non-bio Renewables;Billion US$2015/yr;64,77815888;35,70082764;22,08069069;68,96627539;141,9261364;192,5200075;244,4494972;269,9130371;194,1312454;118,3494538;113,6527482;108,9560427;100,1661029;91,37616309;108,1524975;124,928832;121,538184;118,1475361
IMAGE;R5OECD90+EU;1.5C;Hydrogen - Non-fossil;Billion US$2015/yr;1,38343E-08;6,67233E-14;2,1214E-13;2,67918E-12;3,72433E-12;1,22009E-12;3,53606E-10;1,15117E-09;1,04844E-08;1,98176E-08;2,88028E-07;5,56239E-07;3,38575E-06;6,21525E-06;1,33413E-05;2,04673E-05;2,44566E-05;2,84459E-05
IMAGE;R5OECD90+EU;1.5C;Extraction and Conversion - Bioenergy;Billion US$2015/yr;8,669133924;13,41676205;5,385632338;9,751221408;34,07621991;104,3115585;177,1614208;205,6674173;214,8543409;224,0412646;300,2156134;376,3899621;344,1244504;311,8589388;342,785263;373,7115873;375,1030283;376,4944693
IMAGE;R5OECD90+EU;1.5C;Extraction and Conversion - Nuclear;Billion US$2015/yr;5,469749654;6,160809889;4,968012954;2,751258143;29,19842114;49,51105616;44,33290517;40,95151769;31,59533407;22,23915046;22,50826507;22,77737967;23,65270488;24,52803009;29,62355772;34,71908535;27,63142405;20,54376274
IMAGE;R5OECD90+EU;1.5C;Electricity - T&D and Storage;Billion US$2015/yr;92,99763876;61,33610851;34,62134944;6,175553985;36,9715819;159,8101835;324,5924895;428,0656984;353,4012546;278,7368108;170,4093119;62,08181308;47,70747207;33,33313107;31,62745425;29,92177743;53,37496489;76,82815235
IMAGE;R5OECD90+EU;1.5C;CCS;Billion US$2015/yr;0,117149031;2,992608247;21,55275064;86,23936417;115,4228338;104,8039114;71,10792866;56,45750072;62,73396625;69,01043178;81,28583849;93,56124521;113,8920423;134,2228394;107,1532149;80,08359048;64,45521342;48,82683635
IMAGE;R5OECD90+EU;1.5C;Energy Efficiency;Billion US$2015/yr;0;0,271410468;14,73562395;30,16044137;45,46736396;71,33513152;108,28135;147,2056962;183,3920177;216,4685615;244,6517151;267,1871509;285,6357089;301,0864064;313,3202255;322,3958731;329,7672009;336,3059494
IMAGE;R5OECD90+EU;1.5C;Energy Supply|Electricity|Coal|w/ CCS;Billion US$2015/yr;0,081098818;1,17426E-08;1,17426E-08;0,137704672;1,592868191;4,662014688;6,849260211;11,4672192;12,14397274;12,82072629;7,515388121;2,210049954;1,887213005;1,564376057;2,492302922;3,420229787;2,336000406;1,251771026
IMAGE;R5OECD90+EU;1.5C;Energy Supply|Electricity|Coal|w/o CCS;Billion US$2015/yr;11,96288914;7,77455E-13;7,77455E-13;0;4,248E-11;4,26386E-09;8,64046E-09;5,40369E-09;3,79254E-07;7,53105E-07;3,76553E-07;1,92262E-14;4,2216E-07;8,4432E-07;6,39501E-06;1,19457E-05;6,83789E-06;1,73006E-06
IMAGE;R5OECD90+EU;1.5C;Energy Supply|Electricity|Gas|w/ CCS;Billion US$2015/yr;0,034728994;1,20556E-08;0,402157062;1,670058069;5,300924004;10,27890607;12,38426;15,35332731;22,92697081;30,50061432;20,13162695;9,762639581;7,264699361;4,766759141;5,341977945;5,917196749;5,169003187;4,420809625
IMAGE;R5OECD90+EU;1.5C;Energy Supply|Electricity|Gas|w/o CCS;Billion US$2015/yr;24,41318576;15,62198072;2,363520824;7,532973383;16,62989121;21,91731931;21,24286;20,04780146;14,21435389;8,380906319;9,351631673;10,32235703;9,955360063;9,588363099;10,03659197;10,48482084;10,0112698;9,53771875
IMAGE;R5OECD90+EU;1.5C;Energy Supply|Electricity|Oil|w/ CCS;Billion US$2015/yr;0,001321219;2,0148E-10;2,0148E-10;0;0,003046561;0,184181974;0,192933499;0,105431577;0,059297696;0,013163816;0,006581908;3,77871E-10;0,003088789;0,006177578;0,087658943;0,169140307;0,090445145;0,011749983
IMAGE;R5OECD90+EU;1.5C;Energy Supply|Electricity|Biomass|w/ CCS;Billion US$2015/yr;0;2,992608223;21,00425665;83,34577001;105,7864433;83,28951555;42,50166843;22,79278618;23,18458772;23,57638926;49,84075867;76,10512809;79,12403184;82,1429356;55,80128545;29,4596353;28,65231587;27,84499645
IMAGE;R5OECD90+EU;1.5C;Energy Supply|Electricity|Biomass|w/o CCS;Billion US$2015/yr;3,348634166;3,599887689;0,588064146;6,13234E-05;2,60282E-27;6,1495E-26;7,29581E-26;1,62492E-26;5,49324E-10;1,09865E-09;5,4962E-10;5,92646E-13;7,05417E-05;0,000141083;0,001095085;0,002049087;0,001368102;0,000687116
IMAGE;R5OECD90+EU;1.5C;Energy Supply|Electricity|Nuclear;Billion US$2015/yr;5,152920929;5,261194473;2,653979211;1,649485582;28,5489928;48,43263045;41,75001145;36,78307268;27,76870111;18,75432955;17,84817877;16,94202799;19,5664162;22,19080441;23,28637947;24,38195452;19,15591664;13,92987875
IMAGE;R5OECD90+EU;1.5C;Energy Supply|Electricity|Hydro;Billion US$2015/yr;15,54597008;11,26537703;9,641149244;20,08054578;20,45323309;11,13536427;18,75704874;34,53805309;35,39498575;36,25191841;29,96430492;23,67669143;21,84567379;20,01465616;19,1092128;18,20376943;16,65531974;15,10687004
IMAGE;R5OECD90+EU;1.5C;Energy Supply|Electricity|Solar;Billion US$2015/yr;24,11237727;10,2964735;3,637031484;19,54227772;47,38148586;70,52622734;75,9152415;57,47285473;43,05870123;28,64454773;38,97877027;49,31299281;43,17575905;37,0385253;47,36434607;57,69016683;58,13605608;58,58194532
IMAGE;R5OECD90+EU;1.5C;Energy Supply|Electricity|Wind;Billion US$2015/yr;23,52347716;12,63858182;6,772482819;23,19113695;67,2657072;107,719283;147,3377694;175,1591575;111,0866055;47,01405351;38,9178007;30,82154788;30,52248258;30,22341729;35,98344204;41,7434668;39,81128611;37,87910543
IMAGE;R5OECD90+EU;1.5C;Energy Supply|Electricity|Geothermal;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IMAGE;R5OECD90+EU;1.5C;Energy Supply|Electricity|Ocean;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IMAGE;R5OECD90+EU;1.5C;Energy Supply|Electricity|Transmission and Distribution;Billion US$2015/yr;91,35355755;58,57889186;30,9054187;2,700243482;34,00026985;155,1144801;316,3422352;414,5759664;334,9416601;255,3073537;148,425325;41,54329636;30,56679472;19,59029307;19,72699978;19,86370648;42,38774892;64,91179136
IMAGE;R5OECD90+EU;1.5C;Energy Supply|Electricity|Electricity Storage;Billion US$2015/yr;1,644081209;2,75721665;3,715930747;3,475310503;2,971312055;4,695703438;8,250254296;13,48973204;18,45959455;23,42945706;21,98398689;20,53851672;17,14067736;13,742838;11,90045447;10,05807095;10,98721597;11,91636098
IMAGE;R5REF;CPol;Total energy investment;Billion US$2015/yr;80,47865326;85,52934216;89,56719202;97,02378033;132,2980339;193,2438623;249,8694084;276,4542528;311,6535042;346,8527556;386,7528629;426,6529702;431,3128057;435,9726411;319,2151633;202,4576855;301,3776756;400,2976657
IMAGE;R5REF;CPol;Total energy investment (supply side);Billion US$2015/yr;80,47865326;85,52934216;89,56719202;97,02378033;132,2980339;193,2438623;249,8694084;276,4542528;311,6535042;346,8527556;386,7528629;426,6529702;431,3128057;435,9726411;319,2151633;202,4576855;301,3776756;400,2976657
IMAGE;R5REF;CPol;Low carbon investment;Billion US$2015/yr;12,32549166;12,0435652;14,47228194;15,48202342;14,5401516;13,56120548;14,1903703;17,49649184;18,48456711;19,4552562;19,66609266;19,938052;20,56541316;21,18265782;27,70767499;34,21583451;35,66561696;37,29201588
IMAGE;R5REF;CPol;Low carbon investment (supply side);Billion US$2015/yr;12,32549166;12,0435652;14,47228194;15,48202342;14,5401516;13,56120548;14,1903703;17,49649184;18,48456711;19,4552562;19,66609266;19,938052;20,56541316;21,18265782;27,70767499;34,21583451;35,66561696;37,29201588
IMAGE;R5REF;CPol;Total_inv/GDP;--;4.60%;3.92%;3.33%;2.99%;3.47%;4.44%;5.19%;5.30%;5.48%;5.64%;5.75%;5.85%;5.52%;5.23%;3.61%;2.16%;3.05%;3.85%
IMAGE;R5REF;CPol;LC_inv/GDP;--;0.71%;0.55%;0.54%;0.48%;0.38%;0.31%;0.29%;0.34%;0.32%;0.32%;0.29%;0.27%;0.26%;0.25%;0.31%;0.37%;0.36%;0.36%
IMAGE;R5REF;CPol;Extraction and Conversion - Fossil Fuels;Billion US$2015/yr;48,08132598;52,3518799;49,72277888;55,79080729;93,83576931;155,6193886;210,761553;232,0450234;264,9483905;297,8517576;337,5411716;377,2305856;380,1373636;383,0441416;249,6652158;116,28629;218,3975955;320,5089011
IMAGE;R5REF;CPol;Electricity - Fossil Fuels w/o CCS;Billion US$2015/yr;6,739206619;11,56999507;11,57886142;9,221690152;5,67421814;6,12970524;8,579233087;12,92206594;14,1526715;15,38327705;13,16073286;10,93818867;10,31174616;9,685303659;13,65065694;17,61601022;14,22122502;10,82643983
IMAGE;R5REF;CPol;Hydrogen - Fossil;Billion US$2015/yr;2,7849E-06;3,14235E-06;7,24239E-05;0,0422359;0,271072457;0,811197438;1,25373137;1,329438408;1,850732042;2,372025676;3,661787485;4,951549293;7,284801588;9,618053883;10,32351325;11,02897261;8,43498738;5,841002145
IMAGE;R5REF;CPol;Electricity - Non-bio Renewables;Billion US$2015/yr;5,408208828;6,426983715;5,714637509;5,389450965;5,022553812;5,126472871;6,871534541;11,14491845;12,11641304;13,08790763;11,39437354;9,700839442;10,38329521;11,06575098;14,85553748;18,64532397;15,84959851;13,05387305
IMAGE;R5REF;CPol;Hydrogen - Non-fossil;Billion US$2015/yr;1,4845E-10;2,22363E-10;8,57487E-10;1,80053E-07;3,8146E-05;0,000450032;0,001298654;0,002070498;0,002103221;0,002135943;0,002233555;0,002331167;0,002405597;0,002480028;0,00318195;0,003883873;0,002696305;0,001508737
IMAGE;R5REF;CPol;Extraction and Conversion - Bioenergy;Billion US$2015/yr;2,223624398;1,065177778;1,741583965;1,872647981;1,293276423;1,449467905;2,276216967;2,875024082;2,475779625;2,076535167;3,05367157;4,030807973;4,226614271;4,42242057;4,773920017;5,125419465;6,735763577;8,346107688
IMAGE;R5REF;CPol;Extraction and Conversion - Nuclear;Billion US$2015/yr;4,311560021;1,086277436;1,364802072;1,355595323;1,033042608;0,953252194;1,011031478;1,426602091;1,561424353;1,696246615;1,337590662;0,978934709;0,787750503;0,596566297;0,567808185;0,539050073;0,736674775;0,934299478
IMAGE;R5REF;CPol;Electricity - T&D and Storage;Billion US$2015/yr;13,58870422;13,02902512;19,44445575;23,35135254;25,16806303;23,15392802;19,11480936;14,70910996;14,54598994;14,38286993;16,60130164;18,81973335;18,17882873;17,53792411;25,3753297;33,21273529;36,99913447;40,78553365
IMAGE;R5REF;CPol;CCS;Billion US$2015/yr;0,126020417;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IMAGE;R5REF;CPol;Energy Efficiency;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IMAGE;R5REF;CPol;Energy Supply|Electricity|Coal|w/ CCS;Billion US$2015/yr;0,108378645;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IMAGE;R5REF;CPol;Energy Supply|Electricity|Coal|w/o CCS;Billion US$2015/yr;1,443267728;4,188777035;6,33698417;5,949469407;3,648452059;3,854000397;6,306150917;9,279067746;10,4950395;11,71101126;10,08631539;8,46161952;8,014613261;7,567607002;10,95651109;14,34541517;11,58146586;8,817516542
IMAGE;R5REF;CPol;Energy Supply|Electricity|Gas|w/ CCS;Billion US$2015/yr;0,016205659;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IMAGE;R5REF;CPol;Energy Supply|Electricity|Gas|w/o CCS;Billion US$2015/yr;5,233430932;7,380686115;5,24002091;3,265008867;2,018799428;2,274082938;2,271254409;3,641344924;3,656477593;3,671610262;3,072452354;2,473294446;2,29540271;2,117510974;2,693911792;3,270312611;2,639314049;2,008315488
IMAGE;R5REF;CPol;Energy Supply|Electricity|Oil|w/ CCS;Billion US$2015/yr;0,001436113;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IMAGE;R5REF;CPol;Energy Supply|Electricity|Biomass|w/ CCS;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IMAGE;R5REF;CPol;Energy Supply|Electricity|Biomass|w/o CCS;Billion US$2015/yr;1,039426744;0,100036015;0,152393071;0,132330556;0,090057093;0,067106259;0,110788975;0,073456511;0,077144565;0,080832619;0,040416309;0;2,83279E-05;5,66557E-05;9,51883E-05;0,000133721;0,000160048;0,000186375
IMAGE;R5REF;CPol;Energy Supply|Electricity|Nuclear;Billion US$2015/yr;4,223501714;0,752985983;0,707077275;0,604840687;0,597785257;0,667442994;0,894651406;1,426602091;1,257735265;1,08886844;0,755932656;0,422996871;0,331914561;0,240832251;0,276479393;0,312126535;0,219506822;0,126887108
IMAGE;R5REF;CPol;Energy Supply|Electricity|Hydro;Billion US$2015/yr;2,851229628;3,637019629;3,579865915;3,637264516;3,418618565;3,225835928;4,293978822;6,481582495;6,545334615;6,609086735;5,360312463;4,11153819;4,43961042;4,767682651;5,103664076;5,439645502;4,851421859;4,263198216
IMAGE;R5REF;CPol;Energy Supply|Electricity|Solar;Billion US$2015/yr;0,901973276;1,010086574;0,813567888;0,618458765;0,560280446;0,672726352;1,01583053;1,933614894;2,325697234;2,717779573;2,49780894;2,277838307;2,446317613;2,614796919;4,23547548;5,856154042;4,999107382;4,142060723
IMAGE;R5REF;CPol;Energy Supply|Electricity|Wind;Billion US$2015/yr;1,52516277;1,559079724;1,098911371;0,878676241;0,862045007;1,11555402;1,411150696;2,50324431;3,001217757;3,499191205;3,323098288;3,147005371;3,290123546;3,433241722;5,24962618;7,066010638;5,758717163;4,451423688
IMAGE;R5REF;CPol;Energy Supply|Electricity|Geothermal;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
IMAGE;R5REF;CPol;Energy Supply|Electricity|Ocean;Billion US$2015/yr;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
